jobTitle,postedDate,jobDescription,jobUrl
Senior Marketing Executive (International Project Sales),5-Jan-23,"<p><strong>Key responsibilities:</strong></p><p><strong>Project marketing </strong></p><ul><li>Market research &amp; analysis, budgeting &amp; cost planning, marketing campaign execution – (collaterals: digital, print, event, advertorial), event planning, media buying, brand positioning, logistics etc.</li><li>Main role to support Benham &amp; Reeves International offices project sales and marketing by working closely with respective Country Managers / Directors to execute monthly campaigns</li><li>Work closely with developers, agencies, suppliers to execute the project campaigns efficiently within set deadlines</li><li>Prepare marketing report</li></ul><p><strong>Project sales support</strong></p><ul><li>Study, file, clarify, prepare project sales materials</li><li>Liaise with developer on price list, construction update &amp; project related materials</li><li>Understand sales requirement &amp; provide relevant sales support to sales people</li><li>Prepare Benham &amp; Reeves project sales materials</li><li>Provide sales support to Benham &amp; Reeves International offices</li></ul><p><strong>Social Media Marketing</strong></p><ul><li>Plan &amp; schedule social media content on our platforms</li><li>Create weekly content for Benham &amp; Reeves International offices pages</li><li>Knowledge in social media &amp; digital planning is required</li><li>Build followers and audience</li></ul><p><strong>Branding &amp; Relationship Marketing</strong></p><ul><li>To promote our brand and services in the market where our International office is located</li><li>To expand our audience and to build new businesses in these International centres</li></ul><p><strong>Requirements</strong></p><ul><li>A degree in any field</li><li>Diploma or Certificate can be considered if there are previous work experiences in the line of retail, banking, property, consulting, advertising, marketing or media / PR industries</li><li>Must have knowledge about the property industry or market</li><li>Must have knowledge about digital marketing platforms (Search engines, social media, alternative media)</li><li>Must have minimum 3 years working experience coordinating work with multiple partners, including vendors, agencies, events, media, suppliers</li><li>Able to work within strict &amp; tight timelines</li><li>Able to accommodate to working in different time zones</li><li>Organized &amp; can manage work responsibilities, ensuring deadlines are met</li><li>Applicants must have excellent command of speaking &amp; writing in English</li><li>Able to support weekend exhibitions</li></ul><p><strong>Applicants from these industries are encouraged to apply:</strong></p><ul><li>International property market or property marketing background</li><li>Advertising industry</li><li>Marketing with IT skills/background</li><li>Property development or International property marketing agencies</li><li>UK / London graduates who knows London/UK well</li><li>Candidates who have worked overseas roles</li></ul><p><strong>Characteristics</strong></p><ul><li>Good work attitude &amp; ethics, apply logical thinking, able to communicate well, can work independently, people person, with strong analytical skills</li><li>Attentive to details</li><li>Good general knowledge about geography, history and cultures</li><li>General interest about World news</li><li>Constantly create and implement fresh and innovative ideas</li></ul><p><strong>Other incentives</strong></p><ul><li>Package includes work and travel allowances, medical coverage &amp; monthly carpark</li></ul>",https://www.jobstreet.com.my/en/job/senior-marketing-executive-international-project-sales-5236401
MARKETING EXECUTIVE,29-Jan-23,"<p><strong>JOB RESPONSIBILITIES:</strong></p><p>· Overseeing and developing marketing campaigns.</p><p>· Conducting research and analysing data to identify and define audiences.</p><p>· Passionate for the “art” of marketing and will have an abundance of ideas for building efficient strategies.    </p><p>· Organize creative campaigns and promotional events according to trends and customer requirements.</p><p>· Bring forth a strong arsenal of techniques and methods to promote our products, services and public image.</p><p>· Compiling and distributing financial and statistical information.</p><p>· Writing and proofreading creative copy.                                                    </p><p>· Maintaining websites and looking at data analytics.</p><p>· Organizing events and product exhibitions.</p><p>· Updating databases and using a customer relationship management (CRM) system.</p><p>· Coordinating internal marketing and an organisation’s culture.</p><p>· Monitoring performance.</p><p>· Managing campaigns on social media.</p><p>· Knowledge of digital and online marketing methods and implementation is necessary.</p><p><strong>JOB REQUIREMENTS:</strong></p><p>·   Education background on Marketing, Mass Communication, Advertising or Media.</p><p>·   Communication skills and networking ability.</p><p>·   Adaptability.</p><p>·   Strong attention to detail.</p><p>·   Good organisation and planning skills.</p><p>·   Creativity and writing skills.</p><p>·   Commercial awareness.</p><p>·   Numerical skills,</p><p>·   IT skills.</p><p>·   Multi-lingual skill, especially <strong>English and Mandarin</strong>: Verbal &amp; Written.</p><p><strong>BRIEF DESCRIPTIONS:</strong></p><p>A Marketing Executive to undertake marketing projects for the benefit of our company. You will organize creative campaigns and promotional events that can make a difference for our company’s success according to trends and customer requirements.</p><p>The ideal candidate will be passionate for the “art” of marketing and will have an abundance of ideas for building efficient strategies. He/she must bring forth a strong arsenal of techniques and methods to promote our products, services and public image.</p><p>The goal is to reach out to the market and cultivate the customer’s interest in our products and services in ways that strengthen our reputation and facilitate our continuous growth.</p>",https://www.jobstreet.com.my/en/job/marketing-executive-5246841
IT Executive,2-Feb-23,"<p>Provide support and troubleshooting on operational requirement, system administration and maintenance of computer and communication software, hardware and network (i.e. LAN/WAN, switch, PC, printers, fax/modem)</p><p><strong>Client Details</strong></p><p>Established in 1991, the company specialises in the repair of Airfoils for High Pressure Compressors (HPC) and Low Pressure Turbines (LPT). The portfolio contains all major civil aircraft engine types.</p><p><strong>Description</strong></p><p>Responsible and oversees for IT activities as below but not limited to:</p><ul><li>Provide support and troubleshooting on operational requirement, system administration and maintenance of computer and communication software, hardware and network (i.e. LAN/WAN, switch, PC, printers, fax/modem)</li><li>Provide support and troubleshoot for user for any IT related issues Perform backup and disaster recovery procedures for the company's data</li><li>Perform network troubleshooting and tuning</li><li>Tracking and manage IT assets like software and licenses, hardware inventory and communications system of the Company</li><li>Establish user guide for IT tips and troubleshooting Resolve technical issues in a timely manner using available resources within the company</li><li>Assist and support Senior IT Executive as below but not limited to: Assist in IT audit including Wls, hardware and software</li><li>Assist in any ad-hoc projects as assigned Support Senior IT executive for any IT operations as and when require</li><li>Comply and support Environmental Health &amp; Safety policies, Company rules and regulations at all times Any other tasks as assigned</li></ul><p><strong>Profile</strong></p><p>REQUIREMENT:</p><ul><li>Minimum 5 years of work experience and 2 years in an IT administrator position</li><li>Degree in Computer Science/ Information Technology or equivalent IT Professional Certificate Experienced in network planning, maintenance and troubleshooting Familiar with latest Windows Server, VERITAS Net Backup, MS SQL, Cisco switch, Checkpoint, IronPort, Bluecoat and VMware</li><li>Good communication skills, both verbal and written in English and BahasaMelayu</li></ul><p><strong>Job Offer</strong></p><p>Good career advancements in the company</p><p>To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Isaac Culason +60 3 2302 4099.</p>",https://www.jobstreet.com.my/en/job/it-executive-5265066
Executive Assistant,19-Jan-23,"<p><strong>PURPOSE</strong></p><p>With a primary responsibility of supporting the management, provide support as directed to ensure that company goals and objectives are accomplished, and operations run efficiently. Maintain and refine internal processes that support to the highest-ranking executives company-wide, coordinating internal and external resources to expedite workflow.</p><p>Manage communication between management and employees, liaising with internal and external executives on various projects and tasks. Plan and orchestrate work to ensure the management priorities are met, organizational goals are achieved, and best practices are upheld</p><p><strong>ACCOUNTABILITY</strong></p><ul><li>Act as a first point of contact for management.</li><li>Assist to prepare KPIs and reports to support the performance improvement of the company.</li><li>Propose innovative ways and suggestions to improve work efficiency and effectiveness for the company.</li><li>Researching and conducting data to prepare documents for review and presentation by management.</li><li>Accurately recording minutes of meetings.</li><li>Manage professional scheduling for management, including agendas, mail, email, calls, travel arrangements, client management, and other administrative duties.</li><li>Coordinate complex scheduling and extensive calendar management, as well as management of content and flow of information.</li><li>Perform administrative and office support, such as preparing presentation, reports, maintenance of filing system and contact database.</li><li>Maintain professionalism and strict confidentiality with all materials, and exercise discretion when interfacing with the business.</li><li>Organize team communications and plan events, both internally and offsite.</li><li>Undertake special assignment, ad hoc function and related duties as and when required.</li></ul><p><strong>SPECIAL CHALLENGES                                                                   </strong></p><p>As Star Glory has fast expanding business plans with the need to have more people of talent who are able to help free up the management time by providing valuable administrative and secretarial support. This Assistant is expected to perform their work in the company as well as to provide an all-round support during and after work hours.                </p><p><strong>EXPERIENCE &amp; QUALIFICATION </strong></p><ul><li>Degree / Diploma in Business Management or relevant qualification.</li><li>Proven 3 years solid work experience as a Personal Assistant or Executive Assistant.</li><li>Ability to work under pressure, multitask and prioritize daily workload.</li><li>Excellent verbal and written communications skills.</li><li>Must be willing to travel.</li><li>Must be able to meet deadlines in a fast-paced quickly changing environment.</li><li>A proactive approach to problem-solving with strong decision-making skills.</li><li>Strong time-management skills and the ability to organize and coordinate multiple projects at once.</li><li>Proficiency in Microsoft Word, Power Point and Excel.</li><li>Flexible team player willing to do what it takes to get the job done; adaptable and enjoys a challenge.</li></ul><p><strong>OTHERS</strong></p><ul><li><strong><em>Applicant must be willing to work at Eco-Business Park V, Bandar Puncak Alam. Our new office will be completed in Q3 2023.</em></strong></li></ul>",https://www.jobstreet.com.my/en/job/executive-assistant-5252188
SOFTWARE PROJECT MANAGER,30-Jan-23,"<p>We are looking for an organized, detail-oriented individual to join our team as a software project manager. The responsibilities of the software project manager include overseeing software projects from start to finish, managing and motivating software developers and other team members, giving customer presentations, and writing project proposals.</p><p>To be successful as a software project manager, you should have a good working knowledge of project estimation techniques and the ability to motivate team members. Ultimately, a top-notch software project manager should have good communication and decision-making skills.</p>Software Project Manager Responsibilities:<ul><li>Discussing potential projects and their parameters with clients, executives, and software developers.</li><li>Planning out the blueprints for software projects, including defining the scope, allocating resources, setting deadlines, laying out communication strategies, and indicating tests and maintenance.</li><li>Assembling and leading the project team.</li><li>Participating in and supervising each stage of the project.</li><li>Ensuring each project stays on schedule and adheres to the deadlines.</li><li>Creating a project budget and ensuring the project adheres to the budget as closely as possible.</li><li>Determining and overseeing consistent testing, evaluation, and troubleshooting of all products in all stages of completion.</li><li>Tracking milestones, deliverables, and change requests.</li><li>Serving as a liaison to communicate information regarding changes, milestones reached, and other pertinent information.</li><li>Delivering completed software products to clients and performing regular checks on the products' performance.</li></ul><br />Software Project Manager Requirements:<ul><li>A bachelor's degree in information technology, software development management, software engineering, computer science, or a related field.</li><li>Proven experience in project management and software development.</li><li>Good working knowledge of project estimation techniques.</li><li>Excellent technical knowledge.</li><li>Good leadership, decision-making, and organization skills.</li><li>Strong attention to detail and multi-tasking skills.</li></ul>",https://www.jobstreet.com.my/en/job/software-project-manager-5259600
Wireless Outdoor Project Manager,9-Jan-23,"<p><strong>Wireless Outdoor Project Manager</strong></p><p>This position reports to <strong>Head, OSP</strong></p><p><strong>Job Overview:</strong></p><ul><li>As the project manager, your job is to plan, budget, oversee and document all aspects of the specific project you are working on. Project managers may work closely with upper management to make sure that the scope and direction of each project is on schedule, as well as other departments for support. Project managers might work by themselves, or be in charge of a team to get the job done.</li></ul><p><strong>Work Life:</strong></p><ul><li>To Plan, manage and track Program Goals, Scope, Delivery Approach, Delivery Plan, Activities, Risk &amp; Deliverable in an effective manner</li><li>Drive overall Program planning and tracking of project milestones to achieve the desired business outcomes as agreed with the Sponsor/Steering Committee with input from the respective Project Lead/Head and ensure the projects runs according to schedule and budget.</li><li>Plan, Manage and Track project milestones and detailed delivery plans to time, cost and quality as defined by project scope</li><li>To lead and manage the project team and subcontractors.</li><li>Develop risk management plan and mitigation plan with project team for issues and risks, proactively manage it with a proposed recommendation. Responsible in inter-dependencies management and alignments across projects.</li><li>Review progress against plans, reporting progress to the Steering Committee and maintaining a project management file and document register.</li><li>Collaborate with other Transformation project leads / project managers to track and manage overall E2E project timelines/activities.</li><li>Identification and management of key project dependencies including dependencies from other in-flight projects</li><li>Escalate to Project Lead/Head where executive decisions are needed, with analysis and recommendation.</li></ul><p><strong>Requirements:</strong></p><ul><li>Candidate with a Bachelor’s Degree in Electrical, Electronics, Telecommunication, Computer Science, or any relevant Engineering discipline</li><li>2 - 3 years of working experience as a project manager/implementation manager</li><li>Has technical background with working knowledge in CME, Technical Installation related to RF &amp; MW e for LTtE &amp; 5G</li><li>Familiar with wireless telecommunications structures and power is preferred</li><li>Excellent customer-facing and internal communication skills</li><li>Strong written skills for effective communication to senior management and various stakeholders (internal &amp; external)</li><li>Excellent time management, planning, budgeting and problem-solving capabilities</li><li>Solid organizational skills including attention to detail and multi-tasking skills</li><li>PMP / PRINCE II certification is added advantage</li><li>Applicants must be willing to travel with Malaysia</li></ul><p><strong>What You Get:</strong></p><ul><li>Cool and innovation work environment</li><li>Work life balance and our working hours are flexible</li><li>We are too cool for ties. Smart casual is our game!</li><li>We care about you and your families’ health and wellbeing</li><li>Learning and growth opportunity</li><li>We have an indoor slide and a cafe! How fun is that?!</li><li>Free car park within company compound</li></ul><p><strong><em>*Only shortlisted candidates will be notified.</em></strong></p>",https://www.jobstreet.com.my/en/job/wireless-outdoor-project-manager-5239030
Project Manager,13-Jan-23,"<p><strong>Responsibilities :</strong></p><ul><li>Collaborating with other department leaders to define, prioritize, and develop projects.</li><li>Planning project management, including setting deadlines, prioritizing tasks, and assigning team members to various deliverables.</li><li>Analyzing financial data, including project budgets, risks, and resource allocation.</li><li>Providing project reports and budget outlines to Executives.</li><li>Overseeing the development of the project and ensuring that team members are carrying out their tasks efficiently while upholding the company's standards.</li><li>Improving existing project management office policies and processes.</li><li>Continuously evaluating projects to ensure they are meeting company standards, adhering to budgets, and meeting deadlines.</li><li>Accurately documenting the project's creation, development, and execution as well as documenting the project's scope, budget, and justification.</li></ul><p><strong>Requirements :</strong></p><ul><li>Bachelor's Degree, Post Graduate Diploma or Professional Degree in Computer Science/Information Technology or equivalent.</li><li>Minimum 2 year(s) of working experience in the related field is required for this position.</li><li>Experience at least 1 year in leading a project team of project implementation.</li><li>Good knowledge of industry standards.</li><li>Excellent written and verbal communication skills.</li><li>Strong leadership, critical thinking, and problem-solving skills.</li><li>Strong attention to details and technicalities.</li><li>Excellent organizational and technical skills.</li><li>Good interpersonal and multi-tasking skills.</li><li>Preferably skill(s): Project management.</li><li>Full-Time position(s) available.</li></ul>",https://www.jobstreet.com.my/en/job/project-manager-5246411
Protege - IT Executive / Engineer,5-Jan-23,<p>Program structure:</p><ul><li>1 year contract</li><li>1 week classroom training</li></ul><p>Job Description:</p><ul><li>Perform tasks as an engineer support for Engineering Design Management and Construction Management</li><li>Perform tasks related to manage BIM/GIS models</li><li>Learning skills to using Project Management Software (PMS) tools</li><li>Assist in the process conduct training and support services for ensure the successful use of PMS tools</li><li>Help the Project Manager in provide Technical Proposals and Financial or any paperwork concerned</li><li>Perform IT Executive functions / Other engineers required by project manager / management / corporate services division</li></ul>,https://www.jobstreet.com.my/en/job/protege-it-executive-engineer-5236105
IT PROJECT EXECUTIVE,13 hours ago,"<b>Description</b><p>Job Requirements:<br />• Bachelor’s degree in Information Technology with 2-3 years’ experience<br />• Experience in handling projects with government and private sector<br />• Ability to do presentation for kick-off meeting<br />• Multi-tasking - ability to handle various projects</p><p>Job Descriptions:<br />• Excellent communication skills for delegating tasks, coordinating activities, and training staff<br />• Ability to build trusting, productive, and collaborative work relationships with employee and client<br />• Strong organisation and prioritisation skills to meet project needs within tight deadlines<br />• Strong decision-making and critical thinking skills – even in times of stress<br />• Ability to budget and manage financial resources<br />• Ability to monitor and track progress, and make note of necessary changes or improvements.<br />• Ability to produce progress report accurately for financial and physical work<br />• Able to handle various projects<br />• Willingness to travel<br />• Assisting on ISO update/audit (ISO team member)<br />• Assisting COO and CEO<br />• Any other related ad hoc tasks</p><p>Job Details:<br />• Monday - Friday (0800 am - 0530 pm)<br />• Based in Kota Warisan, Sepang<br />• EPF, SOC, EIS<br />• Job Type: Contract yearly basis<br /></p><b>Company</b><p>Our vision is to be a leading service provider of choice in oil and gas petrochemical,hyrocarbon and power plant industries based on professionalism integrity supreme craftsmanship aquality service with strict adherence to safety and awareness orientation philosophy.</p>-",https://www.jobstreet.com.my/en/job/it-project-executive-1034534592
EXECUTIVE IT & PROJECT,11 hours ago,"<b>Description</b><p>Job Scope<br />1- Provide IT Support<br />2- Installing / Configuring computer hardware, software &amp; others related to IT<br />3- Creating user guide for in-house application<br />4- Investigate, diagnose and resolve computer software and hardware faults<br />5- Support &amp; Maintaining organisation tele-communication<br />6- Update &amp; Maintaining IT documentation/asset<br />7- Design card, poster and advertisement<br />8- Other related task given from time to time</p><p>Job Requirement<br />1- MS Office application knowledge and network troubleshooting skills<br />2- Adept in Microsoft Word, Excel and PowerPoint.<br />3- Have knowledge in Adobe Photoshop/Adobe Illustrator/Canva.</p><b>Company</b><p>Our company has established business cooperation with notable defence Original Equipment Manufacturers (OEMs) world wide and it is an entity engage in the following core business :</p><p>- Sales of Defence and Security Equipment.<br />- Project Management Services.<br />- Defence MRO and After Sales Support Services.<br />- Project Consultancy Services to OEMs.<br />- Leasing of Defence Capital Equipment.</p><p>Our vision is to be recognized regionally and internationally as a ""Preferred Partner"" to OEMs in establishing, developing and securing new business opportunities within the Region. In order to do so, ADSSB has engaged ex-military officers with vast experience in the defence and security fields. ADS is also a member of Weaponry Working Group of Malaysian Industry Council for Defence, Enforcement &amp; Secuity (MIDES).</p>-",https://www.jobstreet.com.my/en/job/executive-it-project-1034561370
Project Executive,14 hours ago,"<div><div><p><strong>Responsibilities:</strong></p><ul><li>Manages assigned IT projects to ensure adherence to budget, schedule, and scope of project.</li><li>Develops, maintains, and revises proposals for assigned projects including project objectives,<br />technologies, systems, information specifications, timelines, funding, and staffing.</li><li>Sets and tracks project milestones; manages and accounts for unforeseen delays, then realigns<br />schedules and expectations as needed.</li><li>To assist Project Managers/Account Managers/Account Executives in preparing quotations and<br />other documentation</li><li>To liaise with the Project Development Team in project timeline planning and project resource<br />management</li><li>Assisting in the co-ordination &amp; running of User Acceptance Tests both internally &amp; externally</li><li>Liaise with and manage client requests on a daily basis; which includes:<br />o Taking client briefs<br />o Gathering project requirements<br />o Compiling project materials that are required for the successful execution of the client’s<br />project<br />o Sending project/job updates to the client via email or via a telephone call<br />o Follow up on items that require client feedback</li><li>To assist in coordinating the workflow between developers, designers and copywriters.</li><li>To assist in and manage the development and management of client portals / sites / projects.</li><li>To assist in the strategy and implementation / execution of marketing plans, both online and<br />offline.</li><li>To liaise with and manage partners, third party content providers and events companies.</li><li>Representing the company at client-side meetings.</li><li>Participation and contribution in brainstorms, ideations, etc.</li></ul><p><strong>Qualification &amp; Experience Requirements:</strong></p><ul><li>At least a Diploma/ Degree in Computer Science/Information Technology/ Business<br />Studies/Administration/Management, Marketing, Mass Communications or equivalent.</li><li>Candidate with PMP / PRINCE certification is an added advantage.</li></ul><p><strong>Requirements:</strong></p><ul><li>Organized with attention to detail.</li><li>Excellent analytical, logical thinking, and problem-solving skills.</li><li>Excellent verbal and written communication skills.</li></ul></div></div>-",https://www.jobstreet.com.my/en/job/project-executive-1034396262
Project Executive,14 hours ago,"<div><div><p><strong>Responsibilities:</strong></p><ul><li>Manages assigned IT projects to ensure adherence to budget, schedule, and scope of project.</li><li>Develops, maintains, and revises proposals for assigned projects including project objectives,<br />technologies, systems, information specifications, timelines, funding, and staffing.</li><li>Sets and tracks project milestones; manages and accounts for unforeseen delays, then realigns<br />schedules and expectations as needed.</li><li>To assist Project Managers/Account Managers/Account Executives in preparing quotations and<br />other documentation</li><li>To liaise with the Project Development Team in project timeline planning and project resource<br />management</li><li>Assisting in the co-ordination &amp; running of User Acceptance Tests both internally &amp; externally</li><li>Liaise with and manage client requests on a daily basis; which includes:<br />o Taking client briefs<br />o Gathering project requirements<br />o Compiling project materials that are required for the successful execution of the client’s<br />project<br />o Sending project/job updates to the client via email or via a telephone call<br />o Follow up on items that require client feedback</li><li>To assist in coordinating the workflow between developers, designers and copywriters.</li><li>To assist in and manage the development and management of client portals / sites / projects.</li><li>To assist in the strategy and implementation / execution of marketing plans, both online and<br />offline.</li><li>To liaise with and manage partners, third party content providers and events companies.</li><li>Representing the company at client-side meetings.</li><li>Participation and contribution in brainstorms, ideations, etc.</li></ul><p><strong>Qualification &amp; Experience Requirements:</strong></p><ul><li>At least a Diploma/ Degree in Computer Science/Information Technology/ Business<br />Studies/Administration/Management, Marketing, Mass Communications or equivalent.</li><li>Candidate with PMP / PRINCE certification is an added advantage.</li></ul><p><strong>Requirements:</strong></p><ul><li>Organized with attention to detail.</li><li>Excellent analytical, logical thinking, and problem-solving skills.</li><li>Excellent verbal and written communication skills.</li></ul></div></div>-",https://www.jobstreet.com.my/en/job/project-executive-1034408767
IT Project Executive,28-Jan-23,"<p>JOB DESCRIPTIONS:</p><p>The candidate will undertake the following duties and more as instructed by the Project Manager:</p><p>1. Conducting administrative duties, such as setting up meetings, prepare minute of meeting, prepare report, drafting invoices, project documentation, slides presentation, etc</p><p>2. Assisting in liaising with project stakeholders concerning project details and deliverables</p><p>3. Assisting in the planning and implementation of projects</p><p>4. Helping to coordinate and manage project tasks and deliverables</p><p>5. Assisting in analyzing data as required</p><p>6. Assisting in tracking and reporting project progress</p><p>7. Performing other duties assigned by the Project Manager in an orderly and efficient manner</p><p>===============================================================</p><p>REQUIREMENTS AND QUALIFICATIONS</p><p>1. Bachelor's degree in business administration or a closely related field, or commensurate experience.</p><p>2. A minimum of 3 to 5 years of experience in project management role or a related field.</p><p>3. Excellent documentation skills.</p><p>4. Competency in Microsoft applications including Word, Excel, Powerpoint and Outlook.</p><p>5. Excellent planning, organizational and time management skills.</p><p>Work Location: Kg. Baru, Kuala Lumpur.</p><strong>Summary of role requirements:</strong><ul><li>Looking for candidates available to work on weekdays</li><li>2-3 years of relevant work experience required for this role</li></ul>-",https://www.jobstreet.com.my/en/job/it-project-executive-1034382708
IT Project Executive,28-Jan-23,"<b>Description</b><p>JOB DESCRIPTIONS:</p><p>The candidate will undertake the following duties and more as instructed by the Project Manager:<br />1. Conducting administrative duties, such as setting up meetings, prepare minute of meeting, prepare report, drafting invoices, project documentation, slides presentation, etc<br />2. Assisting in liaising with project stakeholders concerning project details and deliverables<br />3. Assisting in the planning and implementation of projects<br />4. Helping to coordinate and manage project tasks and deliverables<br />5. Assisting in analyzing data as required<br />6. Assisting in tracking and reporting project progress<br />7. Performing other duties assigned by the Project Manager in an orderly and efficient manner</p><p>===============================================================</p><p>REQUIREMENTS AND QUALIFICATIONS:</p><p>1. Bachelor's degree in business administration or a closely related field, or commensurate experience.<br />2. A minimum of 3 to 5 years of experience in project management role or a related field.<br />3. Excellent documentation skills.<br />4. Competency in Microsoft applications including Word, Excel, Powerpoint and Outlook.<br />5. Excellent planning, organizational and time management skills.</p><p>Work Location: Kg. Baru, Kuala Lumpur.</p><b>Company</b><p>MobilityOne Limited (LSE: ******) incorporated in Jersey and is listed on AIM of the London Stock Exchange. The group is a leading solution provider for electronic transactions and payments in Malaysia.</p><p>Our core competencies lie in providing a bridge between the service providers to their end consumers using our technology to accept transactions via multiple channels either via mobile phones, Internet, electronic data capture terminals and even via banking channels like Internet banking portal, automated teller machines (ATM) and mobile banking.</p><p>Our services are utilised by mobile operators, transportation, financial institutions, hypermarkets, retailers and many other types of services providers requiring payment and transactional technology.</p><p>MobilityOne has 2 main business pillars which creates a payment eco-system consisting of more than 2,000 retail points and 8 banking partners (collective coverage of more than 10 million account holders)</p>-",https://www.jobstreet.com.my/en/job/it-project-executive-1034533075
Project Management Coordinator,14 hours ago,"<div><div><p><strong>Job Description:</strong></p><ul><li>Deliver projects in accordance with Project and Software Delivery Lifecycle (SDLC).</li><li>Deliver projects using a variety of different methodologies, depending on the type of project.</li><li>Successfully manage and deliver a number of projects in a E-Commerce business.</li><li>Liaise with functional business groups in order to scope project requirements and ensure best practice is adopted and inter-dependencies are recognized/optimized.</li><li>Manage business projects to agreed time/cost/deliverable targets.</li><li>Ensure business and IT sign off at each stage of the project.</li><li>Ensure compliance is adhered to against legal, regulatory, policy and best practice requirements within any given project.</li><li>Ensure that full requirements gathering and analysis is completed where appropriate, and traceability is maintained throughout the SDLC.</li><li>Work closely with Testing Services to ensure that projects/work requests are adequately tested (UAT) prior to release.</li><li>Control the storage and access of documented business processes relating to any given project and its implementation in accordance with IT and SD Guidelines.</li><li>Ensure the smooth transition of projects from development to support.</li><li>Ensure that all projects comply with internal and external policies and procedures.</li><li>Contribute to a central repository of documented business processes for use in any future project activities.</li><li>Produce and maintain MS Project plans.</li><li>Management of any project related Risks, Issues and Change Requests.</li></ul><p><strong>Job Requirement:</strong></p><ul><li>Open for Local Malaysians only.</li><li>Experience of being involved in complex projects or change program.</li><li>Strong user service orientation and user facing skills.</li><li>Strong analytical, conceptual, and problem-solving abilities.</li><li>Ability to define problems, collect data, establish facts, and draw valid conclusions.</li><li>Ability to interpret an extensive variety of technical instructions in verbal, written or diagram form and deal with several abstract and concrete variables.</li><li>Ability to effectively prioritize and execute tasks in a high-pressure, ever changing work environment.</li><li>Strong written and oral communication skills.</li><li>Strong interpersonal skills.</li><li>Experience working in a team-oriented, collaborative environment.</li><li>Experience handling shoplifty.</li><li>Highly self-motivated and directed.</li><li>Strong attention to detail.</li><li>A positive outlook, ensuring that we deploy a “can do” attitude to clients and colleagues, treating everyone with respect.</li><li>General business awareness: empathizing with the priorities and needs of a range of functional business groups. Understanding the subtleties and constraints they work under and tailoring our response to them.</li><li>Experience with supplier management.</li></ul><p>Preferable</p><ul><li>E-Commerce knowledge.</li><li>Knowledge or experience of software solutions for E-Commerce.</li><li>Strong presentation skills</li></ul><p>Skills / Behaviors</p><ul><li>Good written and verbal communication skills.</li><li>Ability to prioritize, organize and manage own workload with minimal supervision.</li><li>Project office skills and organizational skills.</li><li>Skilled in the use MS Office including Microsoft Project, SharePoint and Vision.</li><li>Ability to work on a multitude of projects at a given time.</li></ul></div></div>-",https://www.jobstreet.com.my/en/job/project-management-coordinator-1034477426
Project Consultant,13 hours ago,"<div><li>Act as either a Project Manager, Functional Analyst or Business Analyst subject to the size or the type of the project to be implemented, which is typically in-house software development.</li><li>Involve in both external and internal projects with recognized business analysis skillsets such as requirements analysis, business &amp; system solutions determination, anticipating on any changes of scopes and requirements, prepare functional specifications, coordinate SIT, UAT and training events between functional teams and the clients.</li><li>Be responsible for the creation and distribution of complete project plans, related documentation, and reporting requirements to all project stakeholders, internal and external to Management Team.</li><li>Responsible for all systems deliverables, checking for quality, completeness and adherence to SDLC; Overall responsible for delivery of systems projects to be on time and on budget.</li><li>Working closely with the following parties:<br />Engaging business stakeholders – for business requirements</li><li>Involving regional systems team – Application, infrastructure, Security / Governance Leads – for guidance, inputs and delivery on all aspects of systems delivery from business case stage through to analysis, design and implementation</li><li>Liaising and managing third party system developers</li><li>Manage project expectations, milestones, and deliverables.</li><li>Requirements analysis, develop functional and product design</li><li>Develop all the necessary documentations throughout the SDLC</li><li>Lead quality tester and trainer on the undertaking project</li><li>Act as a key contact between internal departments, partners, vendors and other stakeholders</li><li>Act as a stakeholder in business operations support processes assisting the support team in terms of knowledge transition, justifying the change, upkeep latest version of functional documents/information after the project is delivered.</li><li>Reviewing project estimates during business case stage</li><li>Develop and determine status frequency, deliver progress reports, proposals, requirements documentation along with risks, contingency plans, and roadblocks to project stakeholders and team</li><li>Reporting systems stream progress to the project working committee, escalating any issues/risks for attention/guidance/resolution to Project Director</li></div><div><div><p>Requirements</p></div></div><div><li>Minimum 3 years of IT experience, of which at least 1 year in Project Management or Business Analyst position</li><li>Technical background with minimum application development experience</li><li>Experience in managing a medium to large sized team, and managing production support for multiple applications</li><li>Confident, detailed, committed, good time management, leadership and communication skills</li><li>Candidate must possess at least a Bachelor’s Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology or equivalent.</li><li>Good command in English. Able to read and write Chinese in a plus point.</li></div>-",https://www.jobstreet.com.my/en/job/project-consultant-1034589611
Project Coordinator in Hulu Langat Selangor,13 hours ago,"<b>Description</b><p>• Communication and people skills<br />• Knowledge in programme design, management and documentation<br />• Passionate to build capacity and relations with the surrounding community of the project<br />• Additional skillsets may be an added advantage<br />• Have experience working with community and youth development programmes is an added advantage<br />• Participants management and engagement<br />• Project execution and monitoring<br />• Training Management (trainers and training sessions)<br />• Monthly reporting<br />• Issues management<br />• Project tracking<br />• Project Budget disbursement, monitoring and reporting<br />• Vendor management<br /></p><b>Company</b><p>Organisasi bukan berasaskan keuntungan (NGO) dalam bidang pembangunan komuniti dan pembasmian kemiskinan</p>-",https://www.jobstreet.com.my/en/job/project-coordinator-in-hulu-langat-selangor-1034451206
